,year,day,part,status,output,expected_output,error,code,kpass
19,2015,6,1,no_error,"400410
",400410,,"
def process_instructions():
    lights = [[False] * 1000 for _ in range(1000)]

    with open('input.txt', 'r') as file:
        for line in file:
            line = line.strip()
            instruction, start, _, end = line.rsplit(' ', 3)
            start_x, start_y = map(int, start.split(','))
            end_x, end_y = map(int, end.split(','))

            for x in range(start_x, end_x + 1):
                for y in range(start_y, end_y + 1):
                    if instruction == 'turn on':
                        lights[x][y] = True
                    elif instruction == 'turn off':
                        lights[x][y] = False
                    elif instruction == 'toggle':
                        lights[x][y] = not lights[x][y]

    lit_count = sum(sum(row) for row in lights)
    return lit_count


if __name__ == '__main__':
    lit_count = process_instructions()
    print(lit_count)
",0.0
20,2015,6,2,no_error,"15343601
",15343601,,"
def process_instructions():
    brightness = [[0] * 1000 for _ in range(1000)]

    with open('input.txt', 'r') as file:
        for line in file:
            line = line.strip()
            instruction, start, _, end = line.rsplit(' ', 3)
            start_x, start_y = map(int, start.split(','))
            end_x, end_y = map(int, end.split(','))

            for x in range(start_x, end_x + 1):
                for y in range(start_y, end_y + 1):
                    if instruction == 'turn on':
                        brightness[x][y] += 1
                    elif instruction == 'turn off':
                        brightness[x][y] = max(0, brightness[x][y] - 1)
                    elif instruction == 'toggle':
                        brightness[x][y] += 2

    total_brightness = sum(sum(row) for row in brightness)
    return total_brightness


if __name__ == '__main__':
    total_brightness = process_instructions()
    print(total_brightness)
",0.0
23,2015,7,1,no_error,"46065
",46065,,"
def parse_instructions(filename):
    instructions = []
    with open(filename, 'r') as file:
        for line in file:
            line = line.strip()
            if line:
                parts = line.split(' -> ')
                inputs = parts[0].split()
                output = parts[1]
                instructions.append((inputs, output))
    return instructions

def calculate_signal(instructions, wire):
    signals = {}

    def get_signal(wire):
        if wire.isdigit():
            return int(wire)
        if wire in signals:
            return signals[wire]
        
        for inputs, output in instructions:
            if output == wire:
                if len(inputs) == 1:
                    signals[wire] = get_signal(inputs[0])
                elif len(inputs) == 2:
                    operator, input_wire = inputs
                    if operator == 'NOT':
                        signals[wire] = ~get_signal(input_wire) & 0xFFFF
                    else:
                        raise ValueError(f'Invalid instruction: {inputs}')
                elif len(inputs) == 3:
                    input_wire1, operator, input_wire2 = inputs
                    if operator == 'AND':
                        signals[wire] = get_signal(input_wire1) & get_signal(input_wire2)
                    elif operator == 'OR':
                        signals[wire] = get_signal(input_wire1) | get_signal(input_wire2)
                    elif operator == 'LSHIFT':
                        signals[wire] = get_signal(input_wire1) << get_signal(input_wire2)
                    elif operator == 'RSHIFT':
                        signals[wire] = get_signal(input_wire1) >> get_signal(input_wire2)
                    else:
                        raise ValueError(f'Invalid instruction: {inputs}')
                else:
                    raise ValueError(f'Invalid instruction: {inputs}')
        
        return signals[wire]

    return get_signal(wire)

instructions = parse_instructions('input.txt')
signal_a = calculate_signal(instructions, 'a')
print(signal_a)
",0.0
24,2015,7,2,runtime_error,,14134,"Traceback (most recent call last):
  File ""/tmp/tmpxp1j8w_7/tmp.py"", line 7, in <module>
    instructions = parse_instructions('input.txt')
NameError: name 'parse_instructions' is not defined
","
def reset_signals(signals, except_wire):
    for wire in signals.keys():
        if wire != except_wire:
            del signals[wire]

instructions = parse_instructions('input.txt')
signals = {}
reset_signals(signals, 'b')
signal_b = calculate_signal(instructions, 'b')
reset_signals(signals, 'a')
signals['b'] = signal_b
signal_a = calculate_signal(instructions, 'a')
print(signal_a)
",2.0
25,2015,8,1,no_error,"1371
",1371,,"
def calculate_code_difference(line):
    code_length = len(line)
    memory_length = 0
    i = 1 # Skip the starting double quote
    while i < code_length - 1: # Skip the ending double quote
        if line[i] == '\\':
            if line[i+1] == '\\' or line[i+1] == '\""':
                memory_length += 1
                i += 1
            elif line[i+1] == 'x':
                memory_length += 1
                i += 3
        else:
            memory_length += 1
        i += 1

    return code_length - memory_length

total_code_difference = 0

with open('input.txt', 'r') as file:
    for line in file:
        total_code_difference += calculate_code_difference(line.strip())

print(total_code_difference)
",1.0
26,2015,8,2,syntax_error,,2117,"  File ""/tmp/tmpl_oemsch/tmp.py"", line 9
    elif line[i] == '\x':
                        ^
SyntaxError: (unicode error) 'unicodeescape' codec can't decode bytes in position 0-1: truncated \xXX escape
","
def calculate_encoded_length(line):
    code_length = len(line)
    encoded_length = 2 # Start and end double quotes
    i = 0
    while i < code_length:
        if line[i] == '\\' or line[i] == '\""':
            encoded_length += 2 # Escaped backslash or double quote
        elif line[i] == '\x':
            encoded_length += 4 # Escaped hexadecimal character
        else:
            encoded_length += 1
        i += 1

    return encoded_length - code_length

total_encoded_difference = 0

with open('input.txt', 'r') as file:
    for line in file:
        total_encoded_difference += calculate_encoded_length(line.strip())

print(total_encoded_difference)
",2.0
27,2015,9,1,no_error,251,251,,"
import itertools

def calculate_distance(locations, distances):
    total_distance = 0
    for i in range(len(locations) - 1):
        location1 = locations[i]
        location2 = locations[i+1]
        total_distance += distances[(location1, location2)]
    return total_distance

def find_shortest_distance(locations, distances):
    shortest_distance = float('inf')
    shortest_route = []
    
    # Generate all possible permutations of locations
    for permutation in itertools.permutations(locations):
        distance = calculate_distance(permutation, distances)
        if distance < shortest_distance:
            shortest_distance = distance
            shortest_route = list(permutation)
    
    return shortest_distance, shortest_route


# Read input from file
with open('input.txt', 'r') as file:
    lines = file.readlines()

distances = {}
locations = set()

# Parse the input and store distances in a dictionary
for line in lines:
    location1, _, location2, _, distance = line.split()
    distances[(location1, location2)] = int(distance)
    distances[(location2, location1)] = int(distance)
    locations.add(location1)
    locations.add(location2)

# Find the shortest distance and route
shortest_distance, shortest_route = find_shortest_distance(locations, distances)

print(f""The shortest distance is {shortest_distance}"")
print(f""The shortest route is {' -> '.join(shortest_route)}"")
",1.0
28,2015,9,2,no_error,898,898,,"
import itertools

def calculate_distance(locations, distances):
    total_distance = 0
    for i in range(len(locations) - 1):
        location1 = locations[i]
        location2 = locations[i+1]
        total_distance += distances[(location1, location2)]
    return total_distance

def find_longest_distance(locations, distances):
    longest_distance = 0
    longest_route = []
    
    # Generate all possible permutations of locations
    for permutation in itertools.permutations(locations):
        distance = calculate_distance(permutation, distances)
        if distance > longest_distance:
            longest_distance = distance
            longest_route = list(permutation)
    
    return longest_distance, longest_route


# Read input from file
with open('input.txt', 'r') as file:
    lines = file.readlines()

distances = {}
locations = set()

# Parse the input and store distances in a dictionary
for line in lines:
    location1, _, location2, _, distance = line.split()
    distances[(location1, location2)] = int(distance)
    distances[(location2, location1)] = int(distance)
    locations.add(location1)
    locations.add(location2)

# Find the longest distance and route
longest_distance, longest_route = find_longest_distance(locations, distances)

print(f""The longest distance is {longest_distance}"")
print(f""The longest route is {' -> '.join(longest_route)}"")
",0.0
31,2015,10,1,no_error,"329356
",329356,,"import re

def look_and_say(input_str):
    result = ''
    groups = re.findall(r""(\d)(\1*)"", input_str)
    for digit, group in groups:
        result += str(len(group) + 1) + digit
    return result

with open('input.txt', 'r') as file:
    input_str = file.read().strip()

for _ in range(40):
    input_str = look_and_say(input_str)

result = len(input_str)
print(result)",0.0
32,2015,10,2,no_error,"4666278
",4666278,,"import re

def look_and_say(input_str):
    result = ''
    groups = re.findall(r""(\d)(\1*)"", input_str)
    for digit, group in groups:
        result += str(len(group) + 1) + digit
    return result

with open('input.txt', 'r') as file:
    input_str = file.read().strip()

for _ in range(50):
    input_str = look_and_say(input_str)

result = len(input_str)
print(result)",0.0
35,2015,11,1,no_error,"vzbxxyzz
",vzbxxyzz,,"def is_valid_password(password):
    # Check for straight of at least three letters
    for i in range(len(password)-2):
        if ord(password[i+1]) == ord(password[i]) + 1 and ord(password[i+2]) == ord(password[i]) + 2:
            break
    else:
        return False
    
    # Check for valid characters
    if 'i' in password or 'o' in password or 'l' in password:
        return False
    
    # Check for at least two different pairs of letters
    pairs = set()
    for i in range(len(password)-1):
        if password[i] == password[i+1]:
            pairs.add(password[i])
    if len(pairs) < 2:
        return False
    
    return True

def generate_next_password(password):
    password = list(password)
    
    # Increment password
    index = len(password) - 1
    while True:
        password[index] = chr((ord(password[index]) - ord('a') + 1) % 26 + ord('a'))
        if password[index] != 'a':
            break
        index -= 1
    
    return ''.join(password)

with open('input.txt', 'r') as f:
    current_password = f.read().strip()

while True:
    current_password = generate_next_password(current_password)
    if is_valid_password(current_password):
        break

print(current_password)",2.0
36,2015,11,2,wrong_output,"vzbxxyzz
",vzcaabcc,,"def is_valid_password(password):
    # Check for straight of at least three letters
    for i in range(len(password)-2):
        if ord(password[i+1]) == ord(password[i]) + 1 and ord(password[i+2]) == ord(password[i]) + 2:
            break
    else:
        return False
    
    # Check for valid characters
    if 'i' in password or 'o' in password or 'l' in password:
        return False
    
    # Check for at least two different pairs of letters
    pairs = set()
    for i in range(len(password)-1):
        if password[i] == password[i+1]:
            pairs.add(password[i])
    if len(pairs) < 2:
        return False
    
    return True

def generate_next_password(password):
    password = list(password)
    
    # Increment password
    index = len(password) - 1
    while True:
        password[index] = chr((ord(password[index]) - ord('a') + 1) % 26 + ord('a'))
        if password[index] != 'a':
            break
        index -= 1
    
    return ''.join(password)

with open('input.txt', 'r') as f:
    current_password = f.read().strip()

while True:
    current_password = generate_next_password(current_password)
    if is_valid_password(current_password):
        break

print(current_password)",2.0
37,2015,12,1,no_error,"111754
",111754,,"import json

def sum_numbers(json_data):
    total_sum = 0

    def add_numbers(data):
        nonlocal total_sum
        if isinstance(data, int):
            total_sum += data
        elif isinstance(data, list):
            for item in data:
                add_numbers(item)
        elif isinstance(data, dict):
            for key, value in data.items():
                add_numbers(value)

    add_numbers(json_data)
    return total_sum

# Read the input JSON document
with open('input.txt', 'r') as file:
    json_data = json.load(file)

# Calculate the sum of all numbers
result = sum_numbers(json_data)
print(result)",0.0
38,2015,12,2,no_error,"65402
",65402,,"import json

def sum_numbers(json_data):
    total_sum = 0

    def add_numbers(data):
        nonlocal total_sum
        if isinstance(data, int):
            total_sum += data
        elif isinstance(data, list):
            for item in data:
                add_numbers(item)
        elif isinstance(data, dict):
            if ""red"" not in data.values():
                for value in data.values():
                    add_numbers(value)

    add_numbers(json_data)
    return total_sum

# Read the input JSON document
with open('input.txt', 'r') as file:
    json_data = json.load(file)

# Calculate the sum of all numbers, ignoring objects with ""red"" property
result = sum_numbers(json_data)
print(result)",0.0
41,2015,13,1,runtime_error,,733,"Traceback (most recent call last):
  File ""/tmp/tmpdk6uzhbj/tmp.py"", line 40, in <module>
    happiness = parse_input(input_str)
  File ""/tmp/tmpdk6uzhbj/tmp.py"", line 11, in parse_input
    value = int(words[3])
ValueError: invalid literal for int() with base 10: 'by'
","
import itertools

def parse_input(input_str):
    happiness = {}
    for line in input_str.strip().split('\n'):
        line = line.replace('.', '').replace('happiness units', '').replace('would gain', '+').replace('would lose', '-')
        words = line.split()
        person1 = words[0]
        person2 = words[-1]
        value = int(words[3])
        if person1 not in happiness:
            happiness[person1] = {}
        happiness[person1][person2] = value
    return happiness

def calculate_happiness(happiness, arrangement):
    total_happiness = 0
    for i in range(len(arrangement)):
        person = arrangement[i]
        left_person = arrangement[i-1]
        right_person = arrangement[(i+1) % len(arrangement)]
        total_happiness += happiness[person][left_person] + happiness[person][right_person]
    return total_happiness

def find_optimal_arrangement(happiness):
    guests = list(happiness.keys())
    optimal_arrangement = None
    max_happiness = float('-inf')
    for arrangement in itertools.permutations(guests):
        total_happiness = calculate_happiness(happiness, arrangement)
        if total_happiness > max_happiness:
            max_happiness = total_happiness
            optimal_arrangement = arrangement
    return optimal_arrangement, max_happiness

with open('input.txt', 'r') as f:
    input_str = f.read()

happiness = parse_input(input_str)
optimal_arrangement, max_happiness = find_optimal_arrangement(happiness)
print(""Optimal Arrangement:"", optimal_arrangement)
print(""Total Change in Happiness:"", max_happiness)
",2.0
42,2015,13,2,part1_failed,,725,,,
43,2015,14,1,no_error,"2655
",2655,,"
reindeer_descriptions = []

with open('input.txt', 'r') as file:
    for line in file:
        parts = line.strip().split()
        name = parts[0]
        speed = int(parts[3])
        flying_duration = int(parts[6])
        resting_duration = int(parts[13])
        reindeer_descriptions.append((name, speed, flying_duration, resting_duration))


distances = {}

for second in range(1, 2504):
    for name, speed, flying_duration, resting_duration in reindeer_descriptions:
        cycle_duration = flying_duration + resting_duration
        cycle_distance = speed * flying_duration
        cycles_completed = second // cycle_duration
        distance = cycles_completed * cycle_distance
        remaining_time = second % cycle_duration
        distance += min(remaining_time, flying_duration) * speed
        distances[name] = distance


winning_reindeer = max(distances, key=distances.get)
winning_distance = distances[winning_reindeer]

print(winning_distance)
",1.0
44,2015,14,2,no_error,"1059
",1059,,"
reindeer_descriptions = []

with open('input.txt', 'r') as file:
    for line in file:
        parts = line.strip().split()
        name = parts[0]
        speed = int(parts[3])
        flying_duration = int(parts[6])
        resting_duration = int(parts[13])
        reindeer_descriptions.append((name, speed, flying_duration, resting_duration))


scores = {name: 0 for name, _, _, _ in reindeer_descriptions}
distances = {name: 0 for name, _, _, _ in reindeer_descriptions}

for second in range(1, 2504):
    for name, speed, flying_duration, resting_duration in reindeer_descriptions:
        cycle_duration = flying_duration + resting_duration
        cycle_distance = speed * flying_duration
        cycles_completed = second // cycle_duration
        distance = cycles_completed * cycle_distance
        remaining_time = second % cycle_duration
        distance += min(remaining_time, flying_duration) * speed
        distances[name] = distance

    current_leader_distance = max(distances.values())

    for name, distance in distances.items():
        if distance == current_leader_distance:
            scores[name] += 1


winning_score = max(scores.values())

print(winning_score)
",2.0
45,2015,15,1,no_error,"21367368
",21367368,,"import itertools

def calculate_score(ingredients, amounts):
    capacity = max(0, sum(amounts[i] * ingredients[i]['capacity'] for i in range(len(ingredients))))
    durability = max(0, sum(amounts[i] * ingredients[i]['durability'] for i in range(len(ingredients))))
    flavor = max(0, sum(amounts[i] * ingredients[i]['flavor'] for i in range(len(ingredients))))
    texture = max(0, sum(amounts[i] * ingredients[i]['texture'] for i in range(len(ingredients))))
    return capacity * durability * flavor * texture

def parse_input(input_string):
    ingredients = []
    for line in input_string.split('\n'):
        name, properties = line.split(': ')
        properties_dict = {}
        for prop in properties.split(', '):
            key, value = prop.split(' ')
            properties_dict[key] = int(value)
        ingredients.append(properties_dict)
    return ingredients

def find_highest_score(ingredients):
    highest_score = 0
    for amounts in itertools.product(range(101), repeat=len(ingredients)):
        if sum(amounts) == 100:
            score = calculate_score(ingredients, amounts)
            highest_score = max(highest_score, score)
    return highest_score

with open('input.txt', 'r') as file:
    input_string = file.read()

ingredients = parse_input(input_string)
highest_score = find_highest_score(ingredients)
print(highest_score)",2.0
46,2015,15,2,no_error,"1766400
",1766400,,"import itertools

def calculate_score(ingredients, amounts):
    capacity = max(0, sum(amounts[i] * ingredients[i]['capacity'] for i in range(len(ingredients))))
    durability = max(0, sum(amounts[i] * ingredients[i]['durability'] for i in range(len(ingredients))))
    flavor = max(0, sum(amounts[i] * ingredients[i]['flavor'] for i in range(len(ingredients))))
    texture = max(0, sum(amounts[i] * ingredients[i]['texture'] for i in range(len(ingredients))))
    return capacity * durability * flavor * texture

def calculate_calories(ingredients, amounts):
    return sum(amounts[i] * ingredients[i]['calories'] for i in range(len(ingredients)))

def parse_input(input_string):
    ingredients = []
    for line in input_string.split('\n'):
        name, properties = line.split(': ')
        properties_dict = {}
        for prop in properties.split(', '):
            key, value = prop.split(' ')
            properties_dict[key] = int(value)
        ingredients.append(properties_dict)
    return ingredients

def find_highest_score(ingredients, target_calories):
    highest_score = 0
    for amounts in itertools.product(range(101), repeat=len(ingredients)):
        if sum(amounts) == 100 and calculate_calories(ingredients, amounts) == target_calories:
            score = calculate_score(ingredients, amounts)
            highest_score = max(highest_score, score)
    return highest_score

with open('input.txt', 'r') as file:
    input_string = file.read()

ingredients = parse_input(input_string)
highest_score = find_highest_score(ingredients, 500)
print(highest_score)",0.0
49,2015,16,1,runtime_error,,40,"Traceback (most recent call last):
  File ""/tmp/tmpzzrt8ras/tmp.py"", line 32, in <module>
    aunt_sue = match_sue(compounds)
  File ""/tmp/tmpzzrt8ras/tmp.py"", line 13, in match_sue
    if all(compounds[compound] == sue_compounds[compound] for compound in compounds):
  File ""/tmp/tmpzzrt8ras/tmp.py"", line 13, in <genexpr>
    if all(compounds[compound] == sue_compounds[compound] for compound in compounds):
KeyError: 'children'
","
import re

def match_sue(compounds):
    aunt_sue = None

    with open('input.txt', 'r') as file:
        for line in file:
            match = re.search(r'Sue (\d+): (.+)', line)
            sue_number = int(match.group(1))
            sue_compounds = dict(re.findall(r'(\w+): (\d+)', match.group(2)))

            if all(compounds[compound] == sue_compounds[compound] for compound in compounds):
                aunt_sue = sue_number
                break

    return aunt_sue

compounds = {
    'children': 3,
    'cats': 7,
    'samoyeds': 2,
    'pomeranians': 3,
    'akitas': 0,
    'vizslas': 0,
    'goldfish': 5,
    'trees': 3,
    'cars': 2,
    'perfumes': 1
}

aunt_sue = match_sue(compounds)
print(aunt_sue)
",2.0
50,2015,16,2,part1_failed,,241,,,
51,2015,17,1,wrong_output,"0
",1638,,"
def count_combinations(containers, target):
    dp = [0] * (target + 1)
    dp[0] = 1

    for size in containers:
        for i in range(size, target + 1):
            dp[i] += dp[i - size]

    return dp[target]

# Read the input
with open('input.txt', 'r') as file:
    containers = list(map(int, file.readline().split()))
    target = int(file.readline())

# Calculate and print the result
result = count_combinations(containers, target)
print(result)
",2.0
52,2015,17,2,part1_failed,,17,,,
53,2015,18,1,no_error,"814
",814,,"def animate_lights(initial_state, steps):
    grid_size = len(initial_state)
    current_state = initial_state

    def count_neighbors(row, col):
        count = 0
        for i in range(row-1, row+2):
            for j in range(col-1, col+2):
                if i >= 0 and i < grid_size and j >= 0 and j < grid_size and (i != row or j != col):
                    if current_state[i][j] == '#':
                        count += 1
        return count

    def next_state(row, col):
        num_neighbors_on = count_neighbors(row, col)
        if current_state[row][col] == '#':
            if num_neighbors_on == 2 or num_neighbors_on == 3:
                return '#'
            else:
                return '.'
        else:
            if num_neighbors_on == 3:
                return '#'
            else:
                return '.'

    for _ in range(steps):
        next_grid = [['.' for _ in range(grid_size)] for _ in range(grid_size)]
        for i in range(grid_size):
            for j in range(grid_size):
                next_grid[i][j] = next_state(i, j)
        current_state = next_grid

    return sum(row.count('#') for row in current_state)

with open('input.txt') as file:
    initial_state = [list(line.strip()) for line in file.readlines()]

lights_on = animate_lights(initial_state, 100)
print(lights_on)",0.0
54,2015,18,2,no_error,"924
",924,,"def animate_lights(initial_state, steps):
    grid_size = len(initial_state)
    current_state = initial_state

    def count_neighbors(row, col):
        count = 0
        for i in range(row-1, row+2):
            for j in range(col-1, col+2):
                if i >= 0 and i < grid_size and j >= 0 and j < grid_size and (i != row or j != col):
                    if current_state[i][j] == '#':
                        count += 1
        return count

    def next_state(row, col):
        num_neighbors_on = count_neighbors(row, col)
        if current_state[row][col] == '#':
            if num_neighbors_on == 2 or num_neighbors_on == 3:
                return '#'
            else:
                return '.'
        else:
            if num_neighbors_on == 3:
                return '#'
            else:
                return '.'

    # Set the four corners to always be on
    current_state[0][0] = '#'
    current_state[0][grid_size - 1] = '#'
    current_state[grid_size - 1][0] = '#'
    current_state[grid_size - 1][grid_size - 1] = '#'

    for _ in range(steps):
        next_grid = [['.' for _ in range(grid_size)] for _ in range(grid_size)]
        for i in range(grid_size):
            for j in range(grid_size):
                next_grid[i][j] = next_state(i, j)
        current_state = next_grid

        # Reset the four corners to always be on
        current_state[0][0] = '#'
        current_state[0][grid_size - 1] = '#'
        current_state[grid_size - 1][0] = '#'
        current_state[grid_size - 1][grid_size - 1] = '#'

    return sum(row.count('#') for row in current_state)

with open('input.txt') as file:
    initial_state = [list(line.strip()) for line in file.readlines()]

lights_on = animate_lights(initial_state, 100)
print(lights_on)",0.0
56,2015,19,1,syntax_error,,518,"  File ""/tmp/tmpwbg0b8bk/tmp.py"", line 3
    To solve this problem, we need to parse the input to obtain the replacements and the medicine molecule. Then, we can use a recursive approach to generate all possible molecules by applying the replacements.
       ^
SyntaxError: invalid syntax
","# Approach

To solve this problem, we need to parse the input to obtain the replacements and the medicine molecule. Then, we can use a recursive approach to generate all possible molecules by applying the replacements.

1. Parse the input to obtain the replacements and the medicine molecule.
2. Implement a recursive function that takes a molecule and applies all possible replacements to generate new molecules.
3. Use memoization to avoid duplicate calculations.
4. Count the number of distinct molecules generated after applying all possible replacements to the medicine molecule.

Let's start by parsing the input.",2.0
57,2015,19,2,part1_failed,,200,,,
58,2015,20,1,wrong_output,"2006
",776160,,"
def find_house(presents):
    house = 1
    while presents > 0:
        presents -= sum(i * 10 for i in range(1, house + 1) if house % i == 0)
        house += 1
    return house - 1

with open('input.txt', 'r') as f:
    puzzle_input = int(f.read().strip())

result = find_house(puzzle_input)
print(result)
",2.0
59,2015,20,2,part1_failed,,786240,,,
