,year,day,part,status,output,expected_output,error,code
13,2015,7,2,part1_failed,,14134,,"
def get_signal(wire):
    if wire in signals:
        return signals[wire]
    for instruction in instructions:
        if instruction[2] == wire:
            op, a, b = instruction
            if op == 'AND':
                signals[wire] = get_signal(a) & get_signal(b)
            elif op == 'OR':
                signals[wire] = get_signal(a) | get_signal(b)
            elif op == 'LSHIFT':
                signals[wire] = get_signal(a) << int(b)
            elif op == 'RSHIFT':
                signals[wire] = get_signal(a) >> int(b)
            elif op == 'NOT':
                signals[wire] = ~get_signal(a) & 0xFFFF
            else:
                signals[wire] = int(a)
            return signals[wire]
    return None

with open('input.txt') as f:
    instructions = [line.strip().split(' -> ') for line in f]

signals = {}
print(get_signal('a'))
"
14,2015,8,1,no_error,1371,1371,,"
with open('input.txt') as f:
    total_code_chars = 0
    total_string_chars = 0
    for line in f:
        line = line.strip()
        total_code_chars += len(line)
        total_string_chars += len(eval(line))
    print(total_code_chars - total_string_chars)
"
15,2015,8,2,wrong_output,"1256
",2117,,"
with open('input.txt') as f:
    total_code_chars = 0
    total_encoded_chars = 0
    for line in f:
        line = line.strip()
        total_code_chars += len(line)
        total_encoded_chars += len(repr(line))
    print(total_encoded_chars - total_code_chars)
"
16,2015,9,1,runtime_error,,251,"Traceback (most recent call last):
  File ""/tmp/tmpl97vc448/tmp.py"", line 7, in <module>
    a, b, d = line.split()
ValueError: too many values to unpack (expected 3)
","
# Read the input file
with open('input.txt', 'r') as f:
    distances = {}
    for line in f:
        # Parse the line
        a, b, d = line.split()
        # Add the distance to the dictionary
        distances[(a, b)] = int(d)

# Find all possible routes
routes = []
for a in distances:
    for b in distances:
        if a != b and (a, b) not in distances and (b, a) not in distances:
            routes.append([a, b])

# Find the shortest route
shortest_route = None
shortest_distance = float('inf')
for route in routes:
    distance = 0
    for i in range(len(route) - 1):
        distance += distances[(route[i], route[i + 1])]
    if distance < shortest_distance:
        shortest_route = route
        shortest_distance = distance

# Print the shortest route and distance
print('Shortest route:', shortest_route)
print('Shortest distance:', shortest_distance)
"
17,2015,9,2,part1_failed,,898,,"
# Read the input file
with open('input.txt', 'r') as f:
    distances = {}
    for line in f:
        # Parse the line
        a, b, d = line.split()
        # Add the distance to the dictionary
        distances[(a, b)] = int(d)

# Find all possible routes
routes = []
for a in distances:
    for b in distances:
        if a != b and (a, b) not in distances and (b, a) not in distances:
            routes.append([a, b])

# Find the shortest route
shortest_route = None
shortest_distance = float('inf')
for route in routes:
    distance = 0
    for i in range(len(route) - 1):
        distance += distances[(route[i], route[i + 1])]
    if distance < shortest_distance:
        shortest_route = route
        shortest_distance = distance

# Print the shortest route and distance
print('Shortest route:', shortest_route)
print('Shortest distance:', shortest_distance)
"
18,2015,10,1,no_error,329356,329356,,"
def look_and_say(s):
    result = """"
    i = 0
    while i < len(s):
        count = 1
        while i + 1 < len(s) and s[i] == s[i + 1]:
            count += 1
            i += 1
        result += str(count) + s[i]
        i += 1
    return result

def main():
    with open(""input.txt"", ""r"") as f:
        s = f.read().strip()
    for i in range(40):
        s = look_and_say(s)
    print(len(s))

if __name__ == ""__main__"":
    main()
"
19,2015,10,2,no_error,4666278,4666278,,"
def look_and_say(s):
    result = """"
    i = 0
    while i < len(s):
        count = 1
        while i + 1 < len(s) and s[i] == s[i + 1]:
            count += 1
            i += 1
        result += str(count) + s[i]
        i += 1
    return result

def main():
    with open(""input.txt"", ""r"") as f:
        s = f.read().strip()
    for i in range(50):
        s = look_and_say(s)
    print(len(s))

if __name__ == ""__main__"":
    main()
"
20,2015,11,1,runtime_error,,vzbxxyzz,"  File ""/tmp/tmpsrxtmetb/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def increment_password(password):
    # Convert the password to a list of characters.
    password = list(password)

    # Increment the rightmost character.
    for i in range(len(password) - 1, -1, -1):
        password[i] = chr(ord(password[i]) + 1)
        if password[i] <= 'z':
            break

    # If the rightmost character wrapped around, increment the next character to the left.
    if password[i] == 'a':
        i -= 1
        while i >= 0 and password[i] == 'z':
            password[i] = 'a'
            i -= 1

    # If we wrapped all the way around, the password is now invalid.
    if i < 0:
        return None

    # Convert the list of characters back to a string.
    return ''.join(password)


def is_valid_password(password):
    # Check if the password contains one increasing straight of at least three letters.
    for i in range(len(password) - 2):
        if"
21,2015,11,2,part1_failed,,vzcaabcc,," ```python
def increment_password(password):
    # Convert the password to a list of characters.
    password = list(password)

    # Increment the rightmost character.
    for i in range(len(password) - 1, -1, -1):
        password[i] = chr(ord(password[i]) + 1)
        if password[i] <= 'z':
            break

    # If the rightmost character wrapped around, increment the next character to the left.
    if password[i] == 'a':
        i -= 1
        while i >= 0 and password[i] == 'z':
            password[i] = 'a'
            i -= 1

    # If we wrapped all the way around, the password is now invalid.
    if i < 0:
        return None

    # Convert the list of characters back to a string.
    return ''.join(password)


def is_valid_password(password):
    # Check if the password contains one increasing straight of at least three letters.
    for i in range(len(password) - 2):
        if"
22,2015,12,1,no_error,111754,111754,,"
import json

def sum_numbers(obj):
    if isinstance(obj, int):
        return obj
    elif isinstance(obj, list):
        return sum(sum_numbers(item) for item in obj)
    elif isinstance(obj, dict):
        return sum(sum_numbers(value) for value in obj.values())
    else:
        return 0

with open('input.txt') as f:
    data = json.load(f)

print(sum_numbers(data))
"
23,2015,12,2,no_error,65402,65402,,"
import json

def sum_numbers(obj):
    if isinstance(obj, int):
        return obj
    elif isinstance(obj, list):
        return sum(sum_numbers(item) for item in obj)
    elif isinstance(obj, dict):
        if any(value == ""red"" for value in obj.values()):
            return 0
        else:
            return sum(sum_numbers(value) for value in obj.values())
    else:
        return 0

with open('input.txt') as f:
    data = json.load(f)

print(sum_numbers(data))
"
24,2015,13,1,runtime_error,,733,"  File ""/tmp/tmp43krlley/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def parse_input(filename):
    with open(filename) as f:
        lines = f.readlines()
    happiness = {}
    for line in lines:
        line = line.strip()
        if not line:
            continue
        words = line.split()
        name1, name2, sign, amount = words[0], words[2], words[3], int(words[4])
        if sign == 'lose':
            amount = -amount
        happiness[(name1, name2)] = amount
    return happiness


def get_optimal_seating(happiness):
    names = list(happiness.keys())
    max_happiness = -float('inf')
    best_seating = None
    for seating in itertools.permutations(names):
        total_happiness = 0
        for i in range(len(seating)):
            total_happiness += happiness[(seating[i], seating[(i + 1) % len(seating)])]
            total_happiness += happiness[(seating[(i + 1) % len(seating)], seating[i])]
        if total_happiness"
25,2015,13,2,part1_failed,,725,," ```python
def parse_input(filename):
    with open(filename) as f:
        lines = f.readlines()
    happiness = {}
    for line in lines:
        line = line.strip()
        if not line:
            continue
        words = line.split()
        name1, name2, sign, amount = words[0], words[2], words[3], int(words[4])
        if sign == 'lose':
            amount = -amount
        happiness[(name1, name2)] = amount
    return happiness


def get_optimal_seating(happiness):
    names = list(happiness.keys())
    max_happiness = -float('inf')
    best_seating = None
    for seating in itertools.permutations(names):
        total_happiness = 0
        for i in range(len(seating)):
            total_happiness += happiness[(seating[i], seating[(i + 1) % len(seating)])]
            total_happiness += happiness[(seating[(i + 1) % len(seating)], seating[i])]
        if total_happiness"
26,2015,14,1,runtime_error,,2655,"  File ""/tmp/tmptgibn48n/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def parse_reindeer(line):
    m = re.match(r'(\w+) can fly (\d+) km/s for (\d+) seconds, but then must rest for (\d+) seconds.', line)
    return m.groups()

def simulate_reindeer(reindeer, seconds):
    distance = 0
    time_left = seconds
    while time_left > 0:
        if reindeer['flying_time'] > 0:
            distance += reindeer['speed']
            reindeer['flying_time'] -= 1
            time_left -= 1
        else:
            reindeer['resting_time'] -= 1
            time_left -= 1
            if reindeer['resting_time'] == 0:
                reindeer['flying_time'] = reindeer['original_flying_time']
                reindeer['resting_time'] = reindeer['original_resting_time']
    return distance

def main():
    with open('input.txt') as f:
        reindeer = [parse_reindeer(line) for line in f]
        reindeer = [{'name':"
27,2015,14,2,part1_failed,,1059,," ```python
import re

def parse_reindeer(line):
    m = re.match(r'(\w+) can fly (\d+) km/s for (\d+) seconds, but then must rest for (\d+) seconds.', line)
    return m.groups()

def simulate_reindeer(reindeer, seconds):
    distance = 0
    time_left = seconds
    while time_left > 0:
        if reindeer['flying_time'] > 0:
            distance += reindeer['speed']
            reindeer['flying_time'] -= 1
            time_left -= 1
        else:
            reindeer['resting_time'] -= 1
            time_left -= 1
            if reindeer['resting_time'] == 0:
                reindeer['flying_time'] = reindeer['original_flying_time']
                reindeer['resting_time'] = reindeer['original_resting_time']
    return distance

def main():
    with open('input.txt') as f:
        reindeer = [parse_reindeer(line) for line in f]
        reindeer = [{'name':"
28,2015,15,1,runtime_error,,21367368,"  File ""/tmp/tmpntq6nd4r/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def read_input():
    ingredients = []
    with open(""input.txt"") as f:
        for line in f:
            name, _, capacity, _, durability, _, flavor, _, texture, _, calories = line.split()
            ingredients.append({
                ""name"": name,
                ""capacity"": int(capacity),
                ""durability"": int(durability),
                ""flavor"": int(flavor),
                ""texture"": int(texture),
                ""calories"": int(calories)
            })
    return ingredients

def get_total_score(ingredients, amounts):
    capacity = 0
    durability = 0
    flavor = 0
    texture = 0
    calories = 0
    for i, amount in enumerate(amounts):
        capacity += ingredients[i][""capacity""] * amount
        durability += ingredients[i][""durability""] * amount
        flavor += ingredients[i][""flavor""] * amount
        texture += ingredients[i][""texture""] * amount
        calories += ingredients[i][""calories""] * amount
    if capacity < 0:
        capacity = 0
    if durability"
29,2015,15,2,part1_failed,,1766400,," ```python
def read_input():
    ingredients = []
    with open(""input.txt"") as f:
        for line in f:
            name, _, capacity, _, durability, _, flavor, _, texture, _, calories = line.split()
            ingredients.append({
                ""name"": name,
                ""capacity"": int(capacity),
                ""durability"": int(durability),
                ""flavor"": int(flavor),
                ""texture"": int(texture),
                ""calories"": int(calories)
            })
    return ingredients

def get_total_score(ingredients, amounts):
    capacity = 0
    durability = 0
    flavor = 0
    texture = 0
    calories = 0
    for i, amount in enumerate(amounts):
        capacity += ingredients[i][""capacity""] * amount
        durability += ingredients[i][""durability""] * amount
        flavor += ingredients[i][""flavor""] * amount
        texture += ingredients[i][""texture""] * amount
        calories += ingredients[i][""calories""] * amount
    if capacity < 0:
        capacity = 0
    if durability"
30,2015,16,1,runtime_error,,40,"  File ""/tmp/tmpdk17y84e/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def parse_input(filename):
    with open(filename) as f:
        lines = f.readlines()

    sues = {}
    for line in lines:
        sue_num = int(line.split()[1][:-1])
        items = line.split(':')[1].split(',')
        items = [item.strip() for item in items]
        sues[sue_num] = {}
        for item in items:
            key, val = item.split()
            sues[sue_num][key] = int(val)

    return sues


def find_aunt_sue(sues, evidence):
    for sue_num, items in sues.items():
        for key, val in items.items():
            if key not in evidence or evidence[key] != val:
                break
        else:
            return sue_num

    return None


if __name__ == '__main__':
    sues = parse_input('input.txt')
    evidence = {
        'children': 3,
        'cats': 7,
        'samoyeds': 2"
31,2015,16,2,part1_failed,,241,," ```python
def parse_input(filename):
    with open(filename) as f:
        lines = f.readlines()

    sues = {}
    for line in lines:
        sue_num = int(line.split()[1][:-1])
        items = line.split(':')[1].split(',')
        items = [item.strip() for item in items]
        sues[sue_num] = {}
        for item in items:
            key, val = item.split()
            sues[sue_num][key] = int(val)

    return sues


def find_aunt_sue(sues, evidence):
    for sue_num, items in sues.items():
        for key, val in items.items():
            if key not in evidence or evidence[key] != val:
                break
        else:
            return sue_num

    return None


if __name__ == '__main__':
    sues = parse_input('input.txt')
    evidence = {
        'children': 3,
        'cats': 7,
        'samoyeds': 2"
32,2015,17,1,runtime_error,,1638,"  File ""/tmp/tmpzvh9sfjb/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def count_combinations(capacities, target):
    # Initialize a memoization table to store the number of combinations
    # for each capacity up to the target capacity.
    memo = [0] * (target + 1)

    # Initialize the memoization table for the base case, where the
    # target capacity is 0.
    memo[0] = 1

    # Iterate over all the capacities in the given list.
    for capacity in capacities:
        # Iterate over all the possible target capacities up to the
        # current capacity.
        for i in range(capacity, target + 1):
            # Update the number of combinations for the current target
            # capacity by adding the number of combinations for the
            # previous target capacity and the number of combinations
            # for the current target capacity using the current capacity.
            memo[i] += memo[i - capacity]

    # Return the number of combinations for the target capacity.
    return memo[target]


# Read the input from the file.
with open(""input.txt"") as f:
    capacities = [int(line) for line in f]

"
33,2015,17,2,part1_failed,,17,," ```python
def count_combinations(capacities, target):
    # Initialize a memoization table to store the number of combinations
    # for each capacity up to the target capacity.
    memo = [0] * (target + 1)

    # Initialize the memoization table for the base case, where the
    # target capacity is 0.
    memo[0] = 1

    # Iterate over all the capacities in the given list.
    for capacity in capacities:
        # Iterate over all the possible target capacities up to the
        # current capacity.
        for i in range(capacity, target + 1):
            # Update the number of combinations for the current target
            # capacity by adding the number of combinations for the
            # previous target capacity and the number of combinations
            # for the current target capacity using the current capacity.
            memo[i] += memo[i - capacity]

    # Return the number of combinations for the target capacity.
    return memo[target]


# Read the input from the file.
with open(""input.txt"") as f:
    capacities = [int(line) for line in f]

"
34,2015,18,1,runtime_error,,814,"  File ""/tmp/tmp0d96cq9p/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_neighbors(x, y):
    neighbors = []
    for i in range(-1, 2):
        for j in range(-1, 2):
            if i == 0 and j == 0:
                continue
            if x + i < 0 or x + i >= 100 or y + j < 0 or y + j >= 100:
                continue
            neighbors.append((x + i, y + j))
    return neighbors

def get_next_state(x, y, grid):
    neighbors = get_neighbors(x, y)
    on_neighbors = 0
    for neighbor in neighbors:
        if grid[neighbor[0]][neighbor[1]] == '#':
            on_neighbors += 1
    if grid[x][y] == '#':
        if on_neighbors == 2 or on_neighbors == 3:
            return '#'
        else:
            return '.'
    else:
        if on_neighbors == 3:
            return '#'
        else:
            return '.'

def animate_grid(grid):
    for"
35,2015,18,2,part1_failed,,924,," ```python
def get_neighbors(x, y):
    neighbors = []
    for i in range(-1, 2):
        for j in range(-1, 2):
            if i == 0 and j == 0:
                continue
            if x + i < 0 or x + i >= 100 or y + j < 0 or y + j >= 100:
                continue
            neighbors.append((x + i, y + j))
    return neighbors

def get_next_state(x, y, grid):
    neighbors = get_neighbors(x, y)
    on_neighbors = 0
    for neighbor in neighbors:
        if grid[neighbor[0]][neighbor[1]] == '#':
            on_neighbors += 1
    if grid[x][y] == '#':
        if on_neighbors == 2 or on_neighbors == 3:
            return '#'
        else:
            return '.'
    else:
        if on_neighbors == 3:
            return '#'
        else:
            return '.'

def animate_grid(grid):
    for"
36,2015,19,1,wrong_output,"192
",518,,"
from collections import defaultdict

def main():
    with open('input.txt') as f:
        replacements, medicine = f.read().split('\n\n')

    replacements = [line.split(' => ') for line in replacements.splitlines()]
    replacements = {a: b for a, b in replacements}

    molecules = set()
    for a, b in replacements.items():
        for i in range(len(medicine)):
            if medicine[i:i+len(a)] == a:
                molecules.add(medicine[:i] + b + medicine[i+len(a):])

    print(len(molecules))

if __name__ == '__main__':
    main()
"
37,2015,19,2,part1_failed,"192
",200,,"
from collections import defaultdict

def main():
    with open('input.txt') as f:
        replacements, medicine = f.read().split('\n\n')

    replacements = [line.split(' => ') for line in replacements.splitlines()]
    replacements = {a: b for a, b in replacements}

    molecules = set()
    for a, b in replacements.items():
        for i in range(len(medicine)):
            if medicine[i:i+len(a)] == a:
                molecules.add(medicine[:i] + b + medicine[i+len(a):])

    print(len(molecules))

if __name__ == '__main__':
    main()
"
38,2015,20,1,timeout_error,,776160,TIMEOUT,"
def get_presents(house_number):
  """"""Returns the number of presents for a given house number.""""""
  presents = 0
  for elf in range(1, house_number + 1):
    if house_number % elf == 0:
      presents += elf * 10
  return presents

with open(""input.txt"", ""r"") as f:
  target = int(f.read())

house_number = 1
while get_presents(house_number) < target:
  house_number += 1

print(house_number)
"
39,2015,20,2,part1_failed,,786240,,"
def get_presents(house_number):
  """"""Returns the number of presents for a given house number.""""""
  presents = 0
  for elf in range(1, house_number + 1):
    if house_number % elf == 0:
      presents += elf * 10
  return presents

with open(""input.txt"", ""r"") as f:
  target = int(f.read())

house_number = 1
while get_presents(house_number) < target:
  house_number += 1

print(house_number)
"
40,2015,21,1,runtime_error,,78,"  File ""/tmp/tmp_vr0r8rq/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read the boss's stats from the input file
    with open('input.txt', 'r') as f:
        boss_hp, boss_damage, boss_armor = map(int, f.readlines())

    # Initialize the player's stats
    player_hp = 100
    player_damage = 0
    player_armor = 0
    player_gold = 0

    # Create a list of all the items in the shop
    items = [
        ('Dagger', 8, 4, 0),
        ('Shortsword', 10, 5, 0),
        ('Warhammer', 25, 6, 0),
        ('Longsword', 40, 7, 0),
        ('Greataxe', 74, 8, 0),
        ('Leather', 13, 0, 1),
        ('Chainmail', 31, 0, 2),
        ('Splintmail', 53, 0, 3),
        ('Bandedmail', 7"
41,2015,21,2,part1_failed,,148,," ```python
import sys

def main():
    # Read the boss's stats from the input file
    with open('input.txt', 'r') as f:
        boss_hp, boss_damage, boss_armor = map(int, f.readlines())

    # Initialize the player's stats
    player_hp = 100
    player_damage = 0
    player_armor = 0
    player_gold = 0

    # Create a list of all the items in the shop
    items = [
        ('Dagger', 8, 4, 0),
        ('Shortsword', 10, 5, 0),
        ('Warhammer', 25, 6, 0),
        ('Longsword', 40, 7, 0),
        ('Greataxe', 74, 8, 0),
        ('Leather', 13, 0, 1),
        ('Chainmail', 31, 0, 2),
        ('Splintmail', 53, 0, 3),
        ('Bandedmail', 7"
42,2015,22,1,runtime_error,,953,"  File ""/tmp/tmpr_b_hm5p/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import namedtuple
from itertools import product

Spell = namedtuple('Spell', 'name cost damage heal armor effect_turns effect_damage effect_heal effect_armor')

spells = [
    Spell('Magic Missile', 53, 4, 0, 0, 0, 0, 0, 0),
    Spell('Drain', 73, 2, 2, 0, 0, 0, 0, 0),
    Spell('Shield', 113, 0, 0, 7, 6, 0, 0, 0),
    Spell('Poison', 173, 0, 0, 0, 6, 3, 0, 0),
    Spell('Recharge', 229, 0, 0, 0, 5, 0, 101, 0),
]

def play_game(player_hp, player_mana, boss_hp, boss_damage, spells):
    player_armor = 0
    player_mana_spent = 0
    effects = []
    "
43,2015,22,2,part1_failed,,1289,," ```python
from collections import namedtuple
from itertools import product

Spell = namedtuple('Spell', 'name cost damage heal armor effect_turns effect_damage effect_heal effect_armor')

spells = [
    Spell('Magic Missile', 53, 4, 0, 0, 0, 0, 0, 0),
    Spell('Drain', 73, 2, 2, 0, 0, 0, 0, 0),
    Spell('Shield', 113, 0, 0, 7, 6, 0, 0, 0),
    Spell('Poison', 173, 0, 0, 0, 6, 3, 0, 0),
    Spell('Recharge', 229, 0, 0, 0, 5, 0, 101, 0),
]

def play_game(player_hp, player_mana, boss_hp, boss_damage, spells):
    player_armor = 0
    player_mana_spent = 0
    effects = []
    "
44,2015,23,1,runtime_error,,307,"  File ""/tmp/tmpx19qv7yu/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def run_program(instructions):
    registers = {'a': 0, 'b': 0}
    pc = 0
    while pc < len(instructions):
        instruction, arg = instructions[pc].split()
        if instruction == 'hlf':
            registers[arg] //= 2
            pc += 1
        elif instruction == 'tpl':
            registers[arg] *= 3
            pc += 1
        elif instruction == 'inc':
            registers[arg] += 1
            pc += 1
        elif instruction == 'jmp':
            pc += int(arg)
        elif instruction == 'jie':
            if registers[arg] % 2 == 0:
                pc += int(arg)
            else:
                pc += 1
        elif instruction == 'jio':
            if registers[arg] == 1:
                pc += int(arg)
            else:
                pc += 1
    return registers['b']

with open('input.txt') as f:
    instructions = f.read().splitlines()

print(run_program(instructions))
"
45,2015,23,2,part1_failed,,160,," ```python
def run_program(instructions):
    registers = {'a': 0, 'b': 0}
    pc = 0
    while pc < len(instructions):
        instruction, arg = instructions[pc].split()
        if instruction == 'hlf':
            registers[arg] //= 2
            pc += 1
        elif instruction == 'tpl':
            registers[arg] *= 3
            pc += 1
        elif instruction == 'inc':
            registers[arg] += 1
            pc += 1
        elif instruction == 'jmp':
            pc += int(arg)
        elif instruction == 'jie':
            if registers[arg] % 2 == 0:
                pc += int(arg)
            else:
                pc += 1
        elif instruction == 'jio':
            if registers[arg] == 1:
                pc += int(arg)
            else:
                pc += 1
    return registers['b']

with open('input.txt') as f:
    instructions = f.read().splitlines()

print(run_program(instructions))
"
46,2015,24,1,runtime_error,,10439961859,"  File ""/tmp/tmpz8pydz62/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def quantum_entanglement(weights):
    # Sort the weights in descending order
    weights.sort(reverse=True)

    # Find the minimum number of packages that can be put in the first group
    min_packages = len(weights) // 3

    # Find all the ways to put the minimum number of packages in the first group
    groups = []
    for i in range(min_packages):
        groups.append([weights[i]])

    # Add the remaining packages to the other two groups
    for i in range(min_packages, len(weights)):
        groups[1].append(weights[i])
        groups[2].append(weights[i])

    # Find the quantum entanglement of each group
    entanglements = []
    for group in groups:
        entanglements.append(math.prod(group))

    # Return the smallest quantum entanglement
    return min(entanglements)


if __name__ == ""__main__"":
    with open(""input.txt"", ""r"") as f:
        weights = [int(line.strip()) for line in f.readlines()]

    print("
47,2015,24,2,part1_failed,,72050269,," ```python
def quantum_entanglement(weights):
    # Sort the weights in descending order
    weights.sort(reverse=True)

    # Find the minimum number of packages that can be put in the first group
    min_packages = len(weights) // 3

    # Find all the ways to put the minimum number of packages in the first group
    groups = []
    for i in range(min_packages):
        groups.append([weights[i]])

    # Add the remaining packages to the other two groups
    for i in range(min_packages, len(weights)):
        groups[1].append(weights[i])
        groups[2].append(weights[i])

    # Find the quantum entanglement of each group
    entanglements = []
    for group in groups:
        entanglements.append(math.prod(group))

    # Return the smallest quantum entanglement
    return min(entanglements)


if __name__ == ""__main__"":
    with open(""input.txt"", ""r"") as f:
        weights = [int(line.strip()) for line in f.readlines()]

    print("
