,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
32,32,2015,15,1,wrong_output,"500
",21367368,,"
with open('input.txt') as f:
    ingredients = [line.strip().split(': ') for line in f.readlines()]

ingredients = {ingredient[0]: {prop.split(' ')[0]: int(prop.split(' ')[1]) for prop in ingredient[1].split(', ')} for ingredient in ingredients}

max_score = 0
for a in range(101):
    for b in range(101 - a):
        for c in range(101 - a - b):
            d = 100 - a - b - c
            score = 0
            for prop in ingredients:
                score += (ingredients[prop]['capacity'] * a + ingredients[prop]['durability'] * b + ingredients[prop]['flavor'] * c + ingredients[prop]['texture'] * d)
                if score < 0:
                    score = 0
            if score > max_score:
                max_score = score

print(max_score)
",2.0
33,33,2015,15,2,part1_failed,,1766400,,,
34,34,2015,16,1,runtime_error,,40,"Traceback (most recent call last):
  File ""/tmp/tmp6a4qn18d/tmp.py"", line 9, in <module>
    sues[sue_num][key] = int(val)
ValueError: invalid literal for int() with base 10: ''
","
with open('input.txt', 'r') as f:
    sues = {}
    for line in f:
        sue_num = int(line.split(' ')[1][:-1])
        sues[sue_num] = {}
        for char in line.split(' ')[2:]:
            key, val = char.split(':')
            sues[sue_num][key] = int(val)

    gift = {'children': 3, 'cats': 7, 'samoyeds': 2, 'pomeranians': 3, 'akitas': 0, 'vizslas': 0, 'goldfish': 5, 'trees': 3, 'cars': 2, 'perfumes': 1}

    for sue_num, char in sues.items():
        if all(char.get(key, -1) == val for key, val in gift.items()):
            print(sue_num)
            break
",2.0
35,35,2015,16,2,part1_failed,,241,,,
36,36,2015,17,1,wrong_output,"19
",1638,,"
with open('input.txt') as f:
    target = int(f.readline())
    containers = [int(line) for line in f]

combinations = 0
for i in range(1 << len(containers)):
    total = 0
    for j in range(len(containers)):
        if i & (1 << j):
            total += containers[j]
    if total == target:
        combinations += 1

print(combinations)
",2.0
37,37,2015,17,2,part1_failed,,17,,,
38,38,2015,18,1,runtime_error,,814,"  File ""/tmp/tmpgmtio5wb/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    grid = [list(line.strip()) for line in f.readlines()]

def count_neighbors(grid, x, y):
    neighbors = 0
    for i in range(max(0, x-1), min(x+2, len(grid))):
        for j in range(max(0, y-1), min(y+2, len(grid[0]))):
            if i == x and j == y:
                continue
            if grid[i][j] == '#':
                neighbors += 1
    return neighbors

def animate(grid):
    new_grid = [['.' for _ in range(len(grid[0]))] for _ in range(len(grid))]
    for i in range(len(grid)):
        for j in range(len(grid[0])):
            neighbors = count_neighbors(grid, i, j)
            if grid[i][j] == '#':
                if neighbors == 2 or neighbors == 3:
                    new_grid[i][j] = '#'
            else:
                if",2.0
39,39,2015,18,2,part1_failed,,924,,,
40,40,2015,19,1,runtime_error,,518,"Traceback (most recent call last):
  File ""/tmp/tmpfs_fr0pe/tmp.py"", line 24, in <module>
    print(generate_molecules(rules, medicine))
  File ""/tmp/tmpfs_fr0pe/tmp.py"", line 7, in generate_molecules
    a, b = rule.split(' => ')
ValueError: not enough values to unpack (expected 2, got 1)
","
from itertools import product

def generate_molecules(rules, medicine):
    replacements = {}
    for rule in rules:
        a, b = rule.split(' => ')
        replacements[a] = b

    molecules = set()
    for indices in product(range(len(medicine)), repeat=len(replacements)):
        new_medicine = list(medicine)
        for i in indices:
            new_medicine[i] = replacements[new_medicine[i]]
        molecules.add(''.join(new_medicine))

    return len(molecules)

if __name__ == '__main__':
    with open('input.txt') as f:
        rules = [line.strip() for line in f.readlines() if line.strip()]
        medicine = f.readline().strip()

    print(generate_molecules(rules, medicine))
",2.0
41,41,2015,19,2,part1_failed,,200,,,
42,42,2015,20,1,wrong_output,"2574
",776160,,"
with open('input.txt', 'r') as f:
    target = int(f.read())

house = 1
presents = 0
elf = 1

while presents < target:
    presents += elf * 10
    house += 1
    elf += 1

print(house)
",2.0
43,43,2015,20,2,part1_failed,,786240,,,
44,44,2015,21,1,runtime_error,,78,"  File ""/tmp/tmpdzhyk1xx/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
boss_hp, boss_damage, boss_armor = map(int, open('input.txt').read().splitlines())

# Initialize player stats
player_hp = 100
player_damage = 0
player_armor = 0

# Initialize shop items
weapons = [(8, 4), (10, 5), (25, 6), (40, 7), (74, 8)]
armor = [(13, 1), (31, 2), (53, 3), (75, 4), (102, 5)]
rings = [(25, 1, 0), (50, 2, 0), (100, 3, 0), (20, 0, 1), (40, 0, 2), (80, 0, 3)]

# Find the minimum gold spent to win the fight
min_gold = float('inf')
for weapon in weapons:
    for armor_item in armor + [None]:
        for ring1 in rings:
            for ring2 in rings:",2.0
45,45,2015,21,2,part1_failed,,148,,,
46,46,2015,22,1,runtime_error,,953,"  File ""/tmp/tmpovkbc_t7/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read input
    with open('input.txt', 'r') as f:
        boss_hp = int(f.readline())
        boss_damage = int(f.readline())

    # Initialize player stats
    player_hp = 50
    player_mana = 500

    # Initialize spell costs
    spell_costs = {
        'missile': 53,
        'drain': 73,
        'shield': 113,
        'poison': 173,
        'recharge': 229
    }

    # Initialize spell effects
    spell_effects = {
        'missile': {
            'damage': 4
        },
        'drain': {
            'damage': 2,
            'heal': 2
        },
        'shield': {
            'armor': 7
        },
        'poison': {
            'damage': 3
        },
        'recharge': {
            'mana': 101
        }
    }

    # Initialize spell durations
    spell",2.0
47,47,2015,22,2,part1_failed,,1289,,,
48,48,2015,23,1,runtime_error,,307,"  File ""/tmp/tmpx70d1adr/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    instructions = [line.strip() for line in f]

registers = {'a': 0, 'b': 0}
pc = 0
while pc < len(instructions):
    instruction = instructions[pc]
    if instruction.startswith('hlf'):
        register = instruction[4]
        registers[register] //= 2
        pc += 1
    elif instruction.startswith('tpl'):
        register = instruction[4]
        registers[register] *= 3
        pc += 1
    elif instruction.startswith('inc'):
        register = instruction[4]
        registers[register] += 1
        pc += 1
    elif instruction.startswith('jmp'):
        offset = int(instruction[4:])
        pc += offset
    elif instruction.startswith('jie'):
        register, offset = instruction[4:].split(', ')
        offset = int(offset)
        if registers[register] % 2 == 0:
            pc += offset
        else:
            pc += 1
    elif instruction.startswith('jio'):
        ",2.0
49,49,2015,23,2,part1_failed,,160,,,
50,50,2015,24,1,wrong_output,"29728298883
",10439961859,,"
with open('input.txt', 'r') as f:
    weights = [int(line.strip()) for line in f]

# Sort the weights in descending order
weights.sort(reverse=True)

# Find the total weight of all the packages
total_weight = sum(weights)

# Find the weight of each group of packages
group_weights = [total_weight // 3] * 3

# Find the quantum entanglement of each group of packages
group_entanglements = [1] * 3
for i in range(3):
    for weight in weights:
        if group_weights[i] >= weight:
            group_weights[i] -= weight
            group_entanglements[i] *= weight

# Find the group with the fewest packages and the smallest quantum entanglement
min_packages = min(group_weights)
min_entanglement = min(group_entanglements)

# Print the quantum entanglement of the smallest group of packages
print(min_entanglement)
",2.0
51,51,2015,24,2,part1_failed,,72050269,,,
52,52,2015,25,1,timeout_error,,9132360,TIMEOUT,"
row, col = map(int, input().split(','))
code = 252533
for i in range(row + col - 2):
    code = (code * 252533) % 33554393
print(code)
",2.0
53,53,2015,25,2,part1_failed,,,,,
54,54,2016,1,1,runtime_error,,287,"  File ""/tmp/tmp7rzf4j77/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def shortest_path(instructions):
    # Convert the instructions into a list of tuples
    instructions = [(i[0], int(i[1:])) for i in instructions.split(',')]

    # Initialize the current position and direction
    x, y = 0, 0
    direction = 0  # 0 = North, 1 = East, 2 = South, 3 = West

    # Iterate over the instructions
    for instruction in instructions:
        # Turn left or right
        if instruction[0] == 'L':
            direction = (direction - 1) % 4
        elif instruction[0] == 'R':
            direction = (direction + 1) % 4

        # Walk forward
        if direction == 0:
            y += instruction[1]
        elif direction == 1:
            x += instruction[1]
        elif direction == 2:
            y -= instruction[1]
        elif direction == 3:
            x -= instruction[1]

    # Return the shortest path
    return abs(x) + abs(y)


# Read the input
with",2.0
55,55,2016,1,2,part1_failed,,133,,,
56,56,2016,2,1,runtime_error,,12578,"  File ""/tmp/tmpk8x585a9/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_bathroom_code(instructions):
    keypad = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
    current_button = [1, 1]

    for instruction in instructions:
        for move in instruction:
            if move == 'U' and current_button[0] > 0:
                current_button[0] -= 1
            elif move == 'D' and current_button[0] < 2:
                current_button[0] += 1
            elif move == 'L' and current_button[1] > 0:
                current_button[1] -= 1
            elif move == 'R' and current_button[1] < 2:
                current_button[1] += 1

    return keypad[current_button[0]][current_button[1]]


if __name__ == '__main__':
    with open('input.txt', 'r') as f:
        instructions = f.readlines()

    bathroom_code = get_bathroom_code(instructions)

    print",2.0
57,57,2016,2,2,part1_failed,,516DD,,,
58,58,2016,3,1,no_error,"993
",993,,"
with open('input.txt') as f:
    count = 0
    for line in f:
        a, b, c = map(int, line.split())
        if a + b > c and a + c > b and b + c > a:
            count += 1
    print(count)
",0.0
59,59,2016,3,2,wrong_output,"993
",1849,,"
with open('input.txt') as f:
    count = 0
    for line in f:
        a, b, c = map(int, line.split())
        if a + b > c and a + c > b and b + c > a:
            count += 1
    print(count)
",2.0
60,60,2016,4,1,runtime_error,,245102,"  File ""/tmp/tmpxiksqvdh/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import collections

def is_real_room(encrypted_name):
  # Count the frequency of each letter in the encrypted name.
  letter_counts = collections.Counter(encrypted_name)

  # Find the five most common letters in the encrypted name.
  most_common_letters = letter_counts.most_common(5)

  # Check if the checksum is the five most common letters in the encrypted name, in order, with ties broken by alphabetization.
  checksum = ''.join(letter for letter, count in most_common_letters)
  return checksum == encrypted_name[-6:-1]

def main():
  # Read the input file.
  with open('input.txt') as f:
    encrypted_rooms = f.readlines()

  # Find the sum of the sector IDs of the real rooms.
  sector_id_sum = 0
  for encrypted_room in encrypted_rooms:
    if is_real_room(encrypted_room):
      sector_id_sum += int(encrypted_room[-5:-1])

  # Print the sum of the sector IDs of the real rooms.
  print",2.0
61,61,2016,4,2,part1_failed,,324,,,
62,62,2016,5,1,no_error,"1a3099aa
",1a3099aa,,"
import hashlib

def get_password(door_id):
    password = """"
    i = 0
    while len(password) < 8:
        hash = hashlib.md5((door_id + str(i)).encode()).hexdigest()
        if hash[:5] == ""00000"":
            password += hash[5]
        i += 1
    return password

if __name__ == ""__main__"":
    with open(""input.txt"", ""r"") as f:
        door_id = f.read().strip()
    print(get_password(door_id))
",0.0
63,63,2016,5,2,runtime_error,,694190cd,"Traceback (most recent call last):
  File ""/tmp/tmpp588cb29/tmp.py"", line 19, in <module>
    print(get_password(door_id))
  File ""/tmp/tmpp588cb29/tmp.py"", line 11, in get_password
    if password[pos] is None:
IndexError: list index out of range
","
import hashlib

def get_password(door_id):
    password = [None] * 8
    i = 0
    while None in password:
        hash = hashlib.md5((door_id + str(i)).encode()).hexdigest()
        if hash[:5] == ""00000"":
            pos = int(hash[5], 16)
            if password[pos] is None:
                password[pos] = hash[6]
        i += 1
    return """".join(password)

if __name__ == ""__main__"":
    with open(""input.txt"", ""r"") as f:
        door_id = f.read().strip()
    print(get_password(door_id))
",2.0
64,64,2016,6,1,no_error,"ygjzvzib
",ygjzvzib,,"
with open('input.txt', 'r') as f:
    matrix = [list(line.strip()) for line in f]

# Find the most frequent character in each column
most_frequent_characters = []
for column in range(len(matrix[0])):
    characters = [row[column] for row in matrix]
    most_frequent_character = max(set(characters), key=characters.count)
    most_frequent_characters.append(most_frequent_character)

# Combine the most frequent characters to form the error-corrected message
error_corrected_message = ''.join(most_frequent_characters)

# Print the error-corrected message
print(error_corrected_message)
",0.0
65,65,2016,6,2,no_error,"pdesmnoz
",pdesmnoz,,"
with open('input.txt', 'r') as f:
    matrix = [list(line.strip()) for line in f]

# Find the least common character in each column
least_common_characters = []
for column in range(len(matrix[0])):
    characters = [row[column] for row in matrix]
    least_common_character = min(set(characters), key=characters.count)
    least_common_characters.append(least_common_character)

# Combine the least common characters to form the error-corrected message
error_corrected_message = ''.join(least_common_characters)

# Print the error-corrected message
print(error_corrected_message)
",0.0
68,68,2016,7,1,wrong_output,"117
",115,,"
import re

def is_tls(ip):
  # Check for ABBA in IP address
  abba = re.compile(r'(.)(.)\2\1')
  if abba.search(ip):
    # Check for ABBA in hypernet sequences
    hypernet = re.compile(r'\[(.*?)\]')
    for match in hypernet.finditer(ip):
      if abba.search(match.group(1)):
        return False
    return True
  return False

# Read input from file
with open('input.txt', 'r') as f:
  ips = f.readlines()

# Count number of IPs that support TLS
count = 0
for ip in ips:
  if is_tls(ip):
    count += 1

# Print result
print(count)
",2.0
69,69,2016,7,2,part1_failed,,231,,,
70,70,2016,8,1,runtime_error,,115,"Traceback (most recent call last):
  File ""/tmp/tmpfrb2hd1i/tmp.py"", line 11, in <module>
    _, y, b = line.split()
ValueError: too many values to unpack (expected 3)
","
with open('input.txt') as f:
    screen = [['.'] * 50 for _ in range(6)]
    for line in f:
        if line.startswith('rect'):
            a, b = map(int, line.split()[1].split('x'))
            for i in range(b):
                for j in range(a):
                    screen[i][j] = '#'
        elif line.startswith('rotate row'):
            _, y, b = line.split()
            y = int(y[2:])
            b = int(b)
            screen[y] = screen[y][-b:] + screen[y][:-b]
        elif line.startswith('rotate column'):
            _, x, b = line.split()
            x = int(x[2:])
            b = int(b)
            screen = [row[:x] + row[x:] for row in zip(*screen)][-b:] + screen[:b]
    print(sum(c == '#' for row in screen for c in row))
",2.0
71,71,2016,8,2,part1_failed,,"####.####.####.#...##..#.####.###..####..###...##.
#....#....#....#...##.#..#....#..#.#......#.....#.
###..###..###...#.#.##...###..#..#.###....#.....#.
#....#....#......#..#.#..#....###..#......#.....#.
#....#....#......#..#.#..#....#.#..#......#..#..#.
####.#....####...#..#..#.#....#..#.#.....###..##..",,,
72,72,2016,9,1,wrong_output,"100541
",102239,,"
with open('input.txt', 'r') as f:
    data = f.read()

decompressed_length = 0
i = 0
while i < len(data):
    if data[i] == '(':
        marker_end = data.find(')', i)
        marker = data[i+1:marker_end]
        repeat_count = int(marker.split('x')[0])
        char_to_repeat = marker.split('x')[1]
        decompressed_length += repeat_count * len(char_to_repeat)
        i = marker_end + 1
    else:
        decompressed_length += 1
        i += 1

print(decompressed_length)
",2.0
73,73,2016,9,2,part1_failed,,10780403063,,,
74,74,2016,10,1,runtime_error,,118,"  File ""/tmp/tmpcr0o8zzc/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_bot_responsible_for_comparing_value_61_and_17_microchips(instructions):
    bots = {}
    for instruction in instructions:
        if instruction.startswith(""value""):
            value, bot = instruction.split("" goes to "")
            bots[bot] = bots.get(bot, []) + [int(value)]
        else:
            bot, low, high = instruction.split("" gives "")
            low_bot, high_bot = low.split("" to "")
            bots[bot] = bots.get(bot, [])
            bots[low_bot] = bots.get(low_bot, []) + [min(bots[bot])]
            bots[high_bot] = bots.get(high_bot, []) + [max(bots[bot])]
    for bot, chips in bots.items():
        if 61 in chips and 17 in chips:
            return bot

with open(""input.txt"") as f:
    instructions = f.readlines()
print(get_bot_responsible_for_comparing_value_61_and_17_micro",2.0
75,75,2016,10,2,part1_failed,,143153,,,
76,76,2016,11,1,runtime_error,,37,"  File ""/tmp/tmprg6covtq/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools
from collections import defaultdict

def parse_input(filename):
    with open(filename) as f:
        floors = [line.strip().split(',') for line in f]
    return floors

def get_objects(floors):
    objects = set()
    for floor in floors:
        for obj in floor:
            objects.add(obj)
    return objects

def get_generators(objects):
    generators = set()
    for obj in objects:
        if obj[-1] == 'G':
            generators.add(obj)
    return generators

def get_microchips(objects):
    microchips = set()
    for obj in objects:
        if obj[-1] == 'M':
            microchips.add(obj)
    return microchips

def get_compatible_objects(obj, objects):
    compatible_objects = set()
    for other_obj in objects:
        if other_obj != obj and other_obj[-1] == obj[0]:
            compatible_objects.add(other_obj)
    return compatible_objects

def get_all_compatible_objects",2.0
77,77,2016,11,2,part1_failed,,61,,,
